D1_0m_A,D1_0m_B,D1_0m_C,D1_10m_A,D1_10m_B,D1_10m_C,D1_1m_A,D1_1m_B,D1_1m_C,D1_5m_A,D1_5m_B,D1_5m_C,D1_9m_A,D1_9m_B,D1_9m_C,D1_SHR_A,D1_SHR_B,D1_SHR_C,D2_0m_A,D2_0m_B,D2_0m_C,D2_10m_A_e,D2_10m_A_m,D2_10m_B,D2_10m_C,D2_1m_A,D2_1m_B,D2_1m_C,D2_5m_A,D2_5m_B,D2_5m_C,D2_9m_A,D2_9m_B,D2_9m_C,D2_SHR_A,D2_SHR_B,D2_SHR_C,D3_0m_A,D3_0m_B,D3_0m_C,D3_10m_A,D3_10m_B,D3_10m_C,D3_1m_A,D3_1m_B,D3_1m_C,D3_5m_A,D3_5m_B,D3_5m_C,D3_9m_A,D3_9m_B,D3_9m_C,D3_SHR_A,D3_SHR_B,D3_SHR_C,sum.taxonomy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7944964407156581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20550355928434183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Batrachoidiformes;Batrachoididae;Porichthys;Porichthys myriaster
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax auroguttatus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Rhinogobiops;Rhinogobiops nicholsii
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Eulipotyphla;Talpidae;;
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
0,0,0,5.6274821332046906e-5,0,0,0,9.291818508121189e-5,0,0.0035484541996135166,0.005539031235653115,0,0.005372196434281183,4.2940656546120176e-5,1.2219155751664134e-4,0,0,0,3.9104050568495034e-4,0,0,0.06876223339989006,0,0.0020007466065436897,1.7478639271708944e-5,0,0,0,0,0.005111200708606289,0.02847628495574258,5.4713603332003406e-5,0.007217565749934408,0.011189976263007231,0,4.898814429993142e-5,4.813760808970237e-5,7.126505160157196e-5,0.0012922063357328332,0,0.03910872573174337,0.1774737335051147,0.1774737335051147,0.013139018223164121,0,1.3660618202847392e-4,0.004370566094044866,0.027059556844486143,7.22394421496408e-5,0.12483839606698695,0.14124712092718164,0.1556244588162246,0,0,0,Eukaryota;Chordata;Chondrichthyes;;Squatinidae;Squatina;Squatina californica
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Urolophidae;Urolophus;Urolophus halleri
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Cephalorhynchus;Cephalorhynchus heavisidii
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;;
0,0,0.0054919479929907995,0.007788085787270007,2.719242203653345e-4,0.010059028222919526,0,0,0,0.017875180293006852,0.012149258971007776,0.01316306088925161,0.011503747676539944,0.003808660561793488,0.02069879455397225,0.23796877981584386,0.12969481646792494,0.23796877981584386,0,0,0.0072596598670217624,0.0066053925829570835,0.007185654074159763,0.003509853400937899,0.014425191084737353,0.006521950604158499,9.149869051840165e-4,0,0.009982041821450934,0.001215499459629329,0.00825532005751815,0.01615259023915381,0.003048437271238727,0.002967007122495575,0,0.0033119883059517735,0.01380642345736384,0.01820360830742267,0,0.004346461731796235,0.004771323731089467,0.008491070253397277,0,0.005994138161669957,7.56149914681046e-4,0.008328664311875776,0.0025094606447970576,0.02206731582084269,0.009877312296917483,0.010385879284298648,0.0010703042888214713,0.00831076836574682,0.04049900948349487,0.0151164854820853,0.02566798639837444,Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea
0,0,0,0.006823737713934038,0.013615212643275632,0.0034553368489064103,0,0,0,0.018280022652987404,0,0,0.006055624190463054,0.0034674037062963786,0.0023664309342768396,0.010881526516398562,0,0.01048782027234276,0.002543547934144572,0,0,0,2.735730544633229e-4,0.02430021793323139,0.0038468656867737504,0,0,0,0,0.002015918078526149,0,0.014962887629673531,0,0.008378028838052783,0.012314779608834146,0.0011882425960749706,0.0061221052785731854,0.028737725119264448,0.001181919586779002,0.010313898731661759,5.387169541075108e-4,0.008511738759063497,0.008607328003717335,0.06366400121726797,0.046650643436368815,0.002454334027683688,0.262148405819322,0.262148405819322,0.10038260193528009,0.00925760432666215,1.252747202712226e-4,0.010903636785580857,0.005207226208681877,0.012103838299849477,0.015683418131887512,Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Tursiops;Tursiops truncatus
0,3.117785383087239e-4,0.005714929880847585,0.004137662622397501,0.05730553874125229,0.11443391560939481,0.0034421462286910853,0.009171905687700413,0.002029493567536692,0,0.003794858788029987,0.01811564589507157,0.010339699756641136,0.012076007834110575,0.02276982622898422,3.6128360951972305e-4,1.2564832191077726e-4,0,0.0012219803859200551,0.010986333917787108,5.521680181271828e-5,0.11443391560939481,0,0.09046734863448658,0.012647884948185974,6.308192551862253e-4,3.7244943306467403e-4,7.25868552143691e-4,0,3.6990004008992784e-4,0.003301142629689985,0.019989068700067017,0.01805179923390727,0.0135581109926366,0,0,0.0015374561371700906,0.061344911258951446,0.11443391560939481,0.001360138547004063,4.449021423541298e-5,5.985366193013568e-4,0,6.9150006166056e-4,0.00239016750722066,6.291627336792627e-5,0,1.2369516557506557e-4,0.010049199832141748,0.04439237671620993,0.11443391560939481,0.09756321630946094,3.138369414142625e-5,0,0,Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
0,0.03301582387883804,0.0035682002821113916,0.005834216418942371,0.04134150844098705,0.02935595539828884,0,0,0,0,0.011106805273649453,0.01407463172922865,0.00791487946278645,0.011187362969211093,0.012881847844252153,0,0,0.008976236873773772,0,0.013485133948053023,0.007598768294422012,0,0.03530739676520032,0.06047142130614803,0.07574884374111358,0,0,0,0.014350404909702876,0.007195505232617307,0.016933825021797255,0.021678051860390426,0.03799246661556116,0.04894635473330224,0,0,0,0.00309742865230468,0.00237360013453611,0.0027501977317262436,0.05080315298847372,0.05024212090408617,0.0838680298107175,0.0028378930571626164,0.03218243267232426,0.007104517866143589,0,0.02395189732803963,0.008980093525962091,0.13808147011952893,0.045801271711005884,0.02896025249761102,0,0,0,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus
0.004069974790086204,0.001767542820103807,0.008404218701077722,0.02938009985543926,0.04825466956063644,0.0445573114917123,0.005711550098818976,0.010095132906294388,1.730250604912632e-4,0.024798079255730965,0.04050176189584093,0.06125042304559361,0.06790863525391679,0.054394121462474514,0.0348818398497521,0.002156928514811683,4.285821292584054e-4,0.0014817881909563438,0.010188429022987298,0.0034614795523160093,0.008208635223645561,0.004021864781072018,0.006838556199367783,0.03155768099997855,0.026591085027628206,0.002517373216349859,0,0.0013519221808303465,0.012055013431922616,0.00491995821587469,0.031241129051416447,0.019260513171905726,0.003400863827782523,0.05874700716924857,0.009715623513041052,0.02031777214428939,0.025797971314719833,0.020416844224819767,0.006182653268282301,0.003548997543052622,0.0032576339797993027,0.010003794418363547,0.00229284603026449,0.014231446043710303,0.015134502435089217,0.012503533198635704,0.03603539030080996,0.008403618265178953,0.033676754848526405,0.01755604393028206,0.03379621158167137,0.021078173876686302,0.0021916357448517176,0.023545585860902208,0.01573577152170161,Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;
1.3974110889267564e-4,0.0014401312026746662,0.044963916052114125,0.019288924041740024,0.03856359117343015,0.04820687537015412,0.007199640098033892,0,0.0013030703914407662,0,0.07970507567203099,0.06731216037629749,0.04856450071580752,0.0616309717528213,0.0685300883901987,0.002073798140342185,0,0,0.007101327553960978,0,0,0,0,1.7724758688685038e-4,0.017677145125116762,0,0.006136597440559668,0,0.016036501347197914,0,0,0.008474784406451491,0.011860213606611955,0.040862547438213506,0.002552001006342843,0.006036219562981502,0.004209666367168827,0,0,0,0.011469250714058613,0.08408016364799002,0.028096284036958765,0.002996140146613553,0.08372876848552768,0.041578494226540495,0,0.011511578137015158,0.02270952885615881,0,0,0.054802407003100365,0,0,0.04898064881856564,Eukaryota;Chordata;Chondrichthyes;Heterodontiformes;Heterodontidae;Heterodontus;Heterodontus francisci
0.022107842255393185,7.467011893746065e-4,0.010335207567463216,0.022084861680830105,0.06366783727889298,0.03083217278281381,0.02014943105395248,0.0010419497393048577,2.6805365413398643e-4,0.011504185518496558,0.02334325608880938,0.027540248169153948,0.03871750789593119,0.026370402138352858,0.03535908117876945,0.07642333080559378,0.00911737477032744,0.05156761454990787,0.0037177958370326865,0.0029842854249838868,0.0020523364429624793,0.004698479383820537,0.01486916121414165,0.010353289948825964,0.005487241297740737,0,0.00173125811812018,0,0,0.0116712994186955,0.014670284648700363,0.01093168126686881,0.010712543108725662,0.006796580416552077,0.06455177342886947,0.1031498207990074,0.05791585366219977,0.005563739536302375,0.0017694438586965179,0.002133811757434991,0.001442903353401421,0.0054556614752635695,0.006115912703847569,0.012765955796657059,0.009874470309713007,0.017111016012243758,0.015417794637423706,0.03263808419994116,0.018766759708516607,0.002997663927311778,0.004783371851561771,0.011213636083962553,0.01749219844386138,0.016650235608346428,0.02033659800076549,Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus
0.0019623198976851247,0.02301983112747761,0.01445225306839265,0.022178833175104638,0.045653022846715095,0.04315345697030538,0.005846657850987863,0.0028553564168888137,2.4493418021640195e-4,0.024944392349766753,0.03655789051751518,0.044968234723863985,0.05251284330657601,0.04486318175140236,0.03423248936995188,0.04525719359396193,0.035868844973425414,0.0716141487459308,0,0,0,0.005775134126993932,0.01758095690014077,0.0033410919106611867,0.011651449450791192,0.0035051578050957176,0.004137219867474673,0.001014664646262907,0,0.009800552492553906,0.010924857088108147,0,0.007413250993672418,0.010559318011371482,0.06251702078335371,0.08204843554532118,0.05709625833382831,0.00790500705482489,0,0.007690000472523686,0,0.0026130402267808134,0,0.003866689808745114,0.0020262872675524037,0.018358331902458672,0.007943204291542386,0.015373819427980889,0.02251150062769828,0.005811594335162158,0.012520325817186255,0.0010127623635122706,0.014824855277673165,0.019600970975339357,0.020390357329222238,Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador
0,0,0.005738998214264323,0.009850951882653317,0.002114860130522206,0.0022796818622830457,0,0,0,0,0,0,0.011071350916010761,0.009355767267476032,0.024020861419057748,0,0.009331262326534806,0,0.008899471097301872,0,0,0.014525497944102812,0.049709022698958424,0.10599382559189559,0.02099495062593664,0,0,0,0.004621179961214828,0.003173248817855217,0.005467761930259317,0.02254442953143417,0.042544765310481174,0.03969177925605688,4.791795706947248e-4,0.005766354701425233,0.014701427983727469,0.03399152335446343,0,0.036569885135393776,0.06275401910031635,0.03184875246446739,0.030172130361561838,0.0031809221792818932,0.005685056367846768,0.003806025091139896,0.03394852087794306,0.04270048999089919,0.020581885531676513,0.12728396284217217,0.10054405231528782,0.04410503037389094,0.0022920666874213388,0.006699416009449073,9.596322766419033e-4,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
0,0,0.003197428886421379,0.026943115406730722,0.028504386211468332,0.029234088156475966,0.0019100072249969482,0,6.781204474436991e-4,0.009586313095140587,0.001605817140398775,0,0.03694561136396633,0.013645172318795307,0.025542997467470012,0.0131779763709109,0.003442910732236264,0.002858786265485041,0,0,0,0.011783292653099227,0.042856971890872786,0.05558339579027644,0.033835691046599635,0,7.328938770858208e-4,0.002768116332465028,0.0051671564944993364,0.009253304231094986,0.018940107213039348,0.009585265014145295,0.014813919129853992,0.024602016145726224,0.004797947655062609,0.015109214192879845,0.0018260567842175446,0,0.006007345731776373,0.004336338495361023,0.0663815581989022,0.06481193193797026,0.12803826041486993,0.004178049550871099,0.012609212084546441,0.008974792393366644,0.046897546748982215,0.021692476829839494,0.0092499782343136,0.05712440876391424,0.03438004209880828,0.08224442954688706,0,0.0032917576641181274,8.537917666146899e-4,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer
0.05713169646468682,0.023693317786549425,0.011899537992004888,0.003370777740488303,0.02083039235331652,0.004359330814873964,0,0.017876777222222074,0.0012515615319726018,0.0250444610438508,0.01655278220641218,0.008242890779472205,0.029255763729650212,0.021475524964522454,0.004156029028098901,0.02234138669043572,0.01750890814046606,0.0073780171106440536,0.011167466120149986,0.01778303127920412,0.013903636317875136,0,0.07136861714386213,0.008388583782557316,0.020926666552441308,0.008225801108798596,0.02248562356615336,0.0040875265228654065,0.025427093460393554,0.012606440261781132,0.02933558047923785,0.0022724057858451033,0.005544095221329312,0.007199881977887044,0,9.518651660435437e-4,0.010827412714899076,0.05803951894592824,0.01704784128468929,0.004251867690329709,0.01831132067033661,0.011268866897856257,0.03215570259610655,0.024933755096534973,0.0410340099822806,0.1522187876623821,5.528101129986306e-4,0.017276926118786978,0.004698885465944425,0.0034349333292757497,0.013410512460826491,0.002117588913149898,0.011500926419534494,0.009513440560438952,0.013361422731608945,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus
0,0.017851085788678545,0.01570995520887497,0.018976098769369548,0.03740098440830316,0.025593059490040735,0.028740553421451678,0,6.825794669495174e-4,0.019536943962479306,0.002871033468001383,0.02048336102040007,0.007456912618212787,0.023047759874672388,0.024754599329496807,0.08186192605247265,0.024536164721651602,0.046892099477501704,9.371273897901163e-4,0.007495605787531114,0.012251865030893573,0.009548848769638036,0.006042513864639336,0.006792229415003861,0.019354392471582896,0.011774667196382461,0.006133478217109942,0,0.011492728185442098,0.002703146429427341,0.03131541474415785,0.005639612257649123,0.0021020833050571183,0.024510435773923103,0.013107153678235962,0.016780152109563143,0.031039308284264103,0.07622953564834652,0.012840693492575156,0.020700452746888108,0.013235614990863355,0,0.01125459680244809,0.02344296321971454,0.020457381856333,0.002484237992737333,0.05465228865235577,0.04799136973869015,0.03389832712120394,0.006295346784979816,0.020558173372785035,0.012646580623690666,0.008992832043939629,0.007491233109344419,0.011412491814256522,Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
0.007031866013713665,0.014794613922717399,0.03752599038492244,0.0351580875055274,0.05550100667110685,0.03250648959273862,0.04796634948342547,0.003024897952331456,0,0.05985755272338777,0.03517082662142476,0.05985755272338777,0.05985755272338777,0.05985755272338777,0.05985755272338777,0.009106851250250595,0.005107394057413743,0.006524570039921287,0.0017983926116077883,5.965805921327967e-4,0.0017960382091522266,4.73814765214487e-4,0.010529627800475255,0.005680646655023578,8.25316496986265e-4,0.0019442078085828087,0.001275893300218961,0,7.628267293924147e-5,0.006642252368421017,0.006768749429495467,0.0029288437789324233,8.457496700998507e-4,0.007844871394817595,0.006202030522609638,0.033793737834811384,0.012560431278770268,0.010964403815012203,0.002651891370104641,0.00728980162416537,0.005248107878406866,0.002207283443114143,0.0077927195232690375,0.006600205282141414,0.013162575250047605,0.0036323179153057218,0.01930669238217403,0.023788923759086148,0.05985755272338777,0.004474894602404712,0.00811528017048685,0.005006774556256691,0.04114405490897545,0.027608793769549937,0.05985755272338777,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
0,0.0033802980263641824,0,0.005767676006065035,0.009378679140391855,0.007611191812276404,0,0,0,8.92953378683059e-4,0.00430770962800091,0.00594181274498145,0.0022065981811166474,9.583222027762183e-4,0.007743244342921276,0.0017094921872968666,0,0.0031524685109830266,0,0.00320042114556876,6.207626110860232e-4,0,0.021778200439180974,0.05369126853078118,0.035658622260474115,8.080855441269302e-4,0.0019834451605051547,0.0016019851539288443,0.001792528357138648,0.0073844571723171385,0.002900458310473654,0.008656274226319734,0.0269868389230449,0.0017532105444397301,0.013880156851849087,0.002639131560319646,0.020806626408970862,0.007194195294343389,0,0.009950784696377562,0.11523622804971131,0.04495824282363612,0.06851811139702253,0.015926414486787898,0.005809522716518925,0.010869108034779973,0.03193067420532331,0.021774757854629727,0.01645227347528018,0.14536535952596702,0.07058163240632798,0.15415190094422695,0.006622040563595414,0.0028496866337901225,0.012616147529299213,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys stigmaeus
0.0011007713920319331,5.944182936024068e-4,0.0014156689007847293,0.001537409961368735,0.005130742306493432,0.0058522555874330395,0.005538528822548028,5.6141629944492e-4,3.7633391506131087e-4,0.0016437284960735242,0.0015385681641706028,0.0015623227372222458,0.0016866572618690805,0.0046136382098251215,0.0029197218752250826,0.004032857494203965,0.0021385582595433513,0.013930831217522062,0.001244523860518507,7.175929703771061e-4,0.0011450250744614468,0.016354957964871252,0.0034130631368940664,0.02135600521940155,0.016862272117412893,0.001434293685704099,0.0010185522955096023,0.0013954794349488025,0.0012538817466080194,0.0020249975933597153,0.006536525897845223,0.010804964894403019,0.005774746625507817,0.011394210187677882,0.00311596573348649,0.003018696365720428,0.00281239661279507,0.020157750485058214,0.012114869649709021,0.005696300756641006,0.04949780928867997,0.10491008361084075,0.1363713101815168,0.004322279194247213,0.011041063009423898,0.01818470929483274,0.020250305116118025,0.011394285471768285,0.008314367865448005,0.12103724144454693,0.2030899771044901,0.0971702846103262,0.002858542091850952,0.002295540291081874,0.003440699921493519,
0,0,0,0.010499230343224693,0,0.002707187696720659,0.03957503866295985,0,4.3894135890667915e-4,0.016525630507892672,0,0.005161719428262667,0.01563310655820392,0.01835123874330595,0.009308141955775657,0,0,0.007654232591398855,0,0.0036480273749005046,0,0.056757746686439604,0.03760744251997646,0.06271403886292902,0.026075184171557814,0.0012453385737808366,0.00538790067050655,0,0.007795386158453371,0.005780245517305493,0,0.08724059253734383,0.014839603011615228,0,0,0,0.01077564002161935,0.04214936874180778,0.02186011554649847,0.07294439682525787,0.03536122609736776,0.08693497445512832,0,0.03171728651653444,0.04198693534048515,0.060111025997744726,0,0.005954033166690413,0,0,0.08128492715909409,0.03149706784023796,0,0,0.04247702836007343,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
0,0,0.05498592236382308,0.01302383686862433,0.046367325422911033,0.0334062792566944,0.019918474972053943,0,0,0.019118976963730435,0.023252120696174498,0.04832344608747496,0.034214516383255296,0.019160542134456757,0.08687017316655547,0.0900587340085414,0.016377397199482564,0.05562346578462326,0,0.005522833935026244,0.0035670096152942816,9.085086160943667e-4,0,0.0038698660424495578,0.010890585132929564,0,0,0,0.01599136352761874,0.014275066146916593,0.03151107066226027,0,0.007961716379399781,0.003920682552104531,0.011910422131219194,0.035339262652184615,0.04075383076265856,0.02818300060440976,0,0,0,0,0,0.010899259881481773,0.010557104241997324,0,0.05361991119475744,0.008526563807074769,0.022459588796711456,8.784479849620148e-4,0,0.06868599355521456,0.026335611156598184,0.007912883238070182,0.014818206074164756,Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus minimus
0.0161554814508515,0.003986608473214196,0,0.008755345377449401,0.04027017031130656,0.014259580837556969,0.01507422014075012,0,0,0.0029297129845886993,0.042747562348943474,0.03154437487198955,0.03482144418005411,0.044198232242271526,0.04084929822265172,0.05246665301828656,0.023179670306365835,0.07645400255065699,0,0.0020395416560671023,0.011651051605717354,0.015870100674432907,0,0.016875334497625707,0,0.001274464141195664,0.008514437670911808,0,0.024246269057308242,0.018622558380802567,0.06217292327022951,0.026142542875789182,0.013525385528663933,0.025912764161522512,0.029696115921082653,0.06736020588568571,0.0294289960753607,0.021198618593789364,0,0.0028212460611937037,0,0,0,0.02017397036164908,0.018396628001966016,0.0288005175086206,0.023346614257232556,0.0029053471099937537,0.03022046492595391,0,0,0.0011514298366869789,0.028229980103423445,0,0.02173013452015791,Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata
0,0,0.04258504929602128,0.010739355131431512,0.04789986476922618,0.0038684384587743233,0,0,0,0.03610942842350073,0.007439062990002774,0.02667413592419343,0.04000418526981902,0.09243910084529774,0.05840292408231247,0.113975691523323,0,0.051533337680164625,0,0,0,0.03430204364476693,0,0,0,0,0,0,0,0.01617043590009589,0,0,0.0066476308049624715,0.018359841763144487,0.04227251230859285,0.1466231129479757,0.030633497807838028,0,0.028170111921634936,0,0,0,0,1.684102986366599e-4,0.022989762317091298,0,0,0,0.02533388977498276,0,0,0,0.07882427565390832,0.01783390046230255,0,Eukaryota;Chordata;Chondrichthyes;Pristiformes/Rhiniformes group;Rhinobatidae;Pseudobatos;Pseudobatos productus
0.036598292160933785,0,0.09497410732651564,0,0.04798312958476443,0.015749763465342164,0.004107555551604666,0.020235545586283606,0.003915143773687516,0.040312168822994814,0.008752227239424492,0.017803003006319703,0.011500598818413855,0.038948043387726346,0.01179277136413548,0.016382431570089492,0.0022409754816153623,0.0478031189251902,0.04251761786112152,0.12467084411098292,0.07296829213531254,0,0,0,0,0.05876711564542633,0.02361172342771569,0.08100810248546696,0.01704448625554295,0.003196019744976568,0.006197611204447828,0.008931484685839647,0,0,0.0015245204725994688,0,0,0,0.011614591690324872,0.02661363068043281,0,0,0,0,0.01742802420422528,0.006484343217763952,0,0.03313036252220381,0.028046822892942556,0,0,0,0.017145530697632697,0,0,Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;;
0,0,0.010263866295533492,0.028354358762473202,0.011206965750412756,0.03473189573370622,0,0,0,0.027279503753733,0.02711172827048055,0,0,0.0016612240320030218,0.03114410550074219,0,0.004996273231799735,0.012538859398018817,0,0,0,0.03416371532874597,0.16385388164625456,0.03504486605538484,0.033823517527381504,0,0,0,0.02468270165364633,0.009571112166961937,0,0.08846067765369245,0.003925853000187588,0,0.0035996116264395803,0.03637325495941313,0,0.006517023510090806,0.014529820467292131,0.023072106418963952,0.03151301033114019,0.01099960287363029,0.04284963463128112,0.011789460619447354,0,0,0.061436220985738636,0.0734125061069812,0.009017890740556395,0,0.04272244370344254,0.047632933822104366,0,0.0017193734423201327,0,Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
0.04013253635535395,0.019674141814977234,0.020771252978293932,0.04801460827025764,0.03835793007922759,0.030161800421988922,0.024371062449216396,0.007075471355556786,0,0.007331917737979691,0.049367855262051515,0.006132166184701988,0.059910845623245744,0.026023584678339994,0.03244242184929918,0.0034446886037120573,5.387457199474975e-4,0.028263714349212942,0.013158758535721002,0,0.016721001421623923,0,0.10548888024531108,7.815449929834123e-4,0.012714223184013817,0,0.0037581039793771896,0,0.014851733138460218,0.012575956354526116,0.0037128634366212243,0.008910668836651873,0.006914061072284939,0.02110713254559527,0.015110523688019774,0.007160524268489713,0.008891269331862572,0.0365523176930818,0.01093981357546725,0.006032763634272194,0,0.007607523043674357,0,0.05732315059289342,0.013456429928566988,0.014438732605751896,0,0.005851366752038365,0.008876097910116686,0.03754344681380239,0.03206050676375675,0.05335374108990327,0.006201453722568689,0.015890667109200677,0,Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii
2.7807609945684596e-4,0.018024543272578294,0.08379927403855995,0.02707089261964234,9.91136586859161e-5,5.54449808352185e-4,0.06598439987504565,0.01731497943891569,0.007151868207446027,0,0,0.017921370461892263,0.005275104397585153,0.0073571962881864425,2.2855429639803226e-4,0,0,0,0.001749151184651878,0.012365819175874182,0,0.004353938259385154,5.015621675231494e-4,3.3409938769970993e-4,0.00718675583520304,4.4837866881616896e-5,0.0151858297222148,0,0.021208185529378736,0.02210754790938002,0.004205187287392168,0.0044000158887759905,0.008477659775267186,0.052375409302057856,0.0128887241609057,0.020781755343117343,0.005224087233646445,0.2002274604556362,0,0.006476589963161055,0,0.006065066440351628,0.002263408074083249,3.678266976498049e-4,0.008767499160204417,0.14997448679167547,0.1444409212157396,0.02408722666821531,0,2.0566425321173458e-4,2.099578380035839e-4,0,1.7167516360138836e-4,0.005426828548346554,0.006865000238020219,Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus
0.03223999265621326,0.03223999265621326,0.03223999265621326,0.008223564888268094,0.015459248201863325,0.008262561394900196,0.03223999265621326,0.03223999265621326,0.0020584552351464148,0.011526380898155856,0.011737998964993607,0.010459908673341711,0.01027050953519522,0.0064586304973487775,0.017521145353336112,0.008076747773921599,6.153554267886778e-4,0.004397108658822642,0.03223999265621326,0.028578861183122882,0.03223999265621326,0.006754410287825345,0.03223999265621326,0.027072668186840586,0.03223999265621326,0.03223999265621326,0.03155093110481629,0.03223999265621326,0.03223999265621326,0.03223999265621326,0.03223999265621326,0.018698962876806967,0.00955575236702088,0.01552277366161138,0.003511222134971587,0.007236000850548991,0.006458841970239534,0.027305387971113558,0.009987188355493502,0.011849795386323563,0.010328372302999093,0.020265446238255495,0.015065446287674736,0.018891009905632514,0.016457831020253364,0.0227045839672426,0.016912198518408292,0.016125911101796765,0.015265872362916322,0.01685386674377812,0.01853387220486561,0.02476777653358717,0.00740169971921722,0.004909909698929131,0.005005894368640639,Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
