D1_0m_A,D1_0m_B,D1_0m_C,D1_10m_A,D1_10m_B,D1_10m_C,D1_1m_A,D1_1m_B,D1_1m_C,D1_5m_A,D1_5m_B,D1_5m_C,D1_9m_A,D1_9m_B,D1_9m_C,D1_SHR_A,D1_SHR_B,D1_SHR_C,D2_0m_A,D2_0m_B,D2_0m_C,D2_10m_A_e,D2_10m_A_m,D2_10m_B,D2_10m_C,D2_1m_A,D2_1m_B,D2_1m_C,D2_5m_A,D2_5m_B,D2_5m_C,D2_9m_A,D2_9m_B,D2_9m_C,D2_SHR_A,D2_SHR_B,D2_SHR_C,D3_0m_A,D3_0m_B,D3_0m_C,D3_10m_A,D3_10m_B,D3_10m_C,D3_1m_A,D3_1m_B,D3_1m_C,D3_5m_A,D3_5m_B,D3_5m_C,D3_9m_A,D3_9m_B,D3_9m_C,D3_SHR_A,D3_SHR_B,D3_SHR_C,sum.taxonomy
4839,5958,4633,423,1000,2857,5293,15266,491512,3157,2011,5014,4771,2349,1128,1268,0,571,1414,20666,1238,487,6953,18005,4885,1644,1509,276,4438,17506,16518,10169,9287,4492,2430,1901,782,14942,57129,46907,10228,20346,12325,79599,46253,63659,23009,24848,8481,21472,6498,27446,17341,2773,13750,Eukaryota;Chordata;Actinopteri;;Embiotocidae;Brachyistius;Brachyistius frenatus
0,0,0,591,107,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,0,0,1490,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,1228,0,720,889,0,1222,0,0,2292,303,1225,1237,0,0,0,Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus
0,0,0,0,0,0,0,0,0,0,36,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,39,87,482,0,0,729,0,3221,150,2007,0,1701,0,0,407,1955,481,840,2336,0,0,0,Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps
0,0,0,5473,0,16,2836,0,0,183,0,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559,0,4276,0,0,0,0,0,0,0,1479,0,0,0,3886,0,0,0,0,0,0,Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Gymnuridae;Gymnura;Gymnura marmorata
956,0,221,1037,349,1235,0,0,0,490,226,477,1421,679,293,78,604,71,782,0,0,211,0,363,578,0,440,0,0,459,0,169,424,165,827,794,1174,0,920,121,0,0,0,326,207,0,0,0,0,161,0,790,984,162,973,Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4289,1018,992,0,0,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Charadriiformes;Laridae;Larus;
0,0,0,3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,0,0,0,0,0,0,0,162,318,0,0,0,467,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys verticalis
0,0,0,335,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,1725,0,0,0,2065,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena guttata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5089,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2778,5541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus merra
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,119,0,0,0,0,106,1845,0,0,0,0,0,0,0,1825,831,0,0,349,0,0,2276,0,0,1288,158,0,0,0,Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Ophidion;Ophidion scrippsae
22,0,0,23,0,23,0,0,0,0,0,0,0,15,0,396,125,293,0,0,0,26,0,50,35,0,0,0,0,0,0,147,34,10,156,57,33,0,15,0,28,0,0,0,0,0,0,0,0,0,7,0,160,2318,2356,Eukaryota;Chordata;Aves;Pelecaniformes;Phalacrocoracidae;Urile;Urile pelagicus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,1491,0,0,0,0,0,0,0,0,0,2586,Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Clinocottus;Clinocottus recalvus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Charadriiformes;Laridae;Larus;Larus occidentalis
20647,15394,29757,4925,22830,12388,28233,19649,12438,4750,15070,7871,19882,21903,10116,0,880,2234,15882,4447,8496,17482,0,34683,20569,5985,3994,6503,6255,17811,7112,34799,16997,19476,0,8281,1774,8872,34492,131838,5040,17685,26155,18303,16272,5324,10634,45164,22265,15678,7193,5648,4363,39457,14466,Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,127,0,0,0,0,0,0,0,0,0,0,0,0,1852,1573,0,0,0,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Lethops;Lethops connectens
0,0,0,0,0,0,0,0,0,0,0,0,80,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Procellariiformes;;;
0,0,0,0,0,0,0,0,0,0,0,0,1322,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Sarda;Sarda chiliensis
